ind,fs,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tavg,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmax,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,tmin,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,prec,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,srad,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,vapr,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind,wind
ind_5249,fs3_9,4.2160,4.1880,6.2800,8.2080,11.7040,14.5360,17.0080,16.8280,14.1400,10.6480,6.7520,4.9800,4.4613,8.7307,16.1240,10.5133,9.9573,8.9400,8.9040,10.9840,12.9320,16.4000,19.2640,20.3640,20.1880,17.4920,14.0080,10.1240,8.3440,8.7293,13.4387,19.9387,13.8747,13.9953,-0.4880,-0.5120,1.5680,3.5000,6.9760,9.8320,13.6400,13.4800,10.7840,7.2960,3.4080,1.6160,0.2053,4.0147,12.3173,7.1627,5.9250,78.0000,47.0000,54.0000,46.0000,47.0000,53.0000,43.0000,50.0000,65.0000,73.0000,77.0000,75.0000,66.6667,49.0000,48.6667,71.6667,59.0000,2738.0000,4859.0000,8766.0000,13415.0000,16681.0000,18290.0000,17390.0000,14766.0000,10807.0000,6432.0000,3314.0000,2157.0000,3251.3333,12954.0000,16815.3333,6851.0000,9967.9167,0.7372,0.7084,0.7768,0.8296,1.0360,1.2908,1.4640,1.4416,1.3012,1.1036,0.8976,0.7804,0.7420,0.8808,1.3988,1.1008,1.0306,4.5840,4.3880,4.4360,4.0480,4.0480,3.6600,3.6560,3.5200,3.6320,3.8360,3.9520,4.2440,4.4053,4.1773,3.6120,3.8067,4.0003
ind_5253,fs4_2,4.2000,4.2480,6.2080,8.1440,11.5720,14.4320,16.8160,16.7520,14.1040,10.6440,6.7440,4.9920,4.4800,8.6413,16.0000,10.4973,9.9047,8.9600,8.9960,10.9720,12.8960,16.3320,19.1960,20.0760,20.0200,17.3840,13.9000,10.0160,8.2640,8.7400,13.4000,19.7640,13.7667,13.9177,-0.5720,-0.5240,1.4560,3.3800,6.8080,9.6880,13.5440,13.5000,10.8280,7.3600,3.4720,1.7160,0.2067,3.8813,12.2440,7.2200,5.8880,79.0000,48.0000,56.0000,46.0000,46.0000,54.0000,45.0000,51.0000,67.0000,80.0000,81.0000,78.0000,68.3333,49.3333,50.0000,76.0000,60.9167,2770.0000,4929.0000,8883.0000,13647.0000,16780.0000,18367.0000,17462.0000,14800.0000,10835.0000,6502.0000,3347.0000,2181.0000,3293.3333,13103.3333,16876.3333,6894.6667,10041.9167,0.7356,0.7164,0.7948,0.8380,1.0448,1.3136,1.4796,1.4508,1.3032,1.1104,0.9040,0.7836,0.7452,0.8925,1.4147,1.1059,1.0396,4.7120,4.4560,4.5160,4.1320,4.1320,3.7400,3.7400,3.6120,3.7640,3.9400,4.0800,4.3360,4.5013,4.2600,3.6973,3.9280,4.0967
ind_4900,fs4_4,6.3520,6.2120,7.3520,8.5560,11.3440,13.8520,15.9120,16.0040,14.2640,11.6680,8.9720,7.3880,6.6507,9.0840,15.2560,11.6347,10.6563,9.6720,9.5360,10.6760,11.8680,14.6640,17.1760,18.4760,18.5360,16.8280,14.2360,11.5320,9.9400,9.7160,12.4027,18.0627,14.1987,13.5950,3.0280,2.9040,4.0320,5.2400,8.0200,10.5240,13.3760,13.4400,11.7280,9.1280,6.4240,4.8360,3.5893,5.7640,12.4467,9.0933,7.7233,113.0000,85.0000,75.0000,61.0000,61.0000,62.0000,59.0000,68.0000,74.0000,107.0000,117.0000,123.0000,107.0000,65.6667,63.0000,99.3333,83.7500,2952.0000,5250.0000,9179.0000,14645.0000,18281.0000,19601.0000,17964.0000,15706.0000,11759.0000,6590.0000,3708.0000,2331.0000,3511.0000,14035.0000,17757.0000,7352.3333,10663.8333,0.8348,0.8132,0.8652,0.8932,1.0816,1.2912,1.4948,1.5012,1.3792,1.1712,0.9852,0.8752,0.8410,0.9467,1.4291,1.1785,1.0988,7.0560,6.8080,6.5560,5.7920,5.5760,5.1160,4.9960,4.8480,5.4240,6.1920,6.4760,7.0160,6.9600,5.9747,4.9867,6.0307,5.9880
ind_4779,fs3_13,6.0440,5.8160,7.0200,8.2120,11.0800,13.6080,15.7120,15.7800,14.0200,11.3720,8.5840,7.0440,6.3013,8.7707,15.0333,11.3253,10.3577,9.5880,9.3720,10.5800,11.7600,14.6320,17.1680,18.4920,18.5400,16.7880,14.1280,11.3400,9.8120,9.5907,12.3240,18.0667,14.0853,13.5167,2.4920,2.2560,3.4720,4.6440,7.5240,10.0520,12.9640,13.0080,11.2720,8.5960,5.8280,4.2800,3.0093,5.2133,12.0080,8.5653,7.1990,121.0000,89.0000,82.0000,64.0000,63.0000,67.0000,61.0000,76.0000,87.0000,110.0000,125.0000,125.0000,111.6667,69.6667,68.0000,107.3333,89.1667,2914.0000,5238.0000,9098.0000,14638.0000,18258.0000,19530.0000,17827.0000,15382.0000,11549.0000,6589.0000,3610.0000,2325.0000,3492.3333,13998.0000,17579.6667,7249.3333,10579.8333,0.8016,0.7836,0.8312,0.8656,1.0488,1.2552,1.4612,1.4648,1.3136,1.1340,0.9476,0.8496,0.8116,0.9152,1.3937,1.1317,1.0631,6.6000,6.4200,6.2320,5.4680,5.2880,4.8280,4.6880,4.5200,5.0160,5.7240,6.0000,6.5360,6.5187,5.6627,4.6787,5.5800,5.6100
ind_4826,fs3_13,6.0440,5.8160,7.0200,8.2120,11.0800,13.6080,15.7120,15.7800,14.0200,11.3720,8.5840,7.0440,6.3013,8.7707,15.0333,11.3253,10.3577,9.5880,9.3720,10.5800,11.7600,14.6320,17.1680,18.4920,18.5400,16.7880,14.1280,11.3400,9.8120,9.5907,12.3240,18.0667,14.0853,13.5167,2.4920,2.2560,3.4720,4.6440,7.5240,10.0520,12.9640,13.0080,11.2720,8.5960,5.8280,4.2800,3.0093,5.2133,12.0080,8.5653,7.1990,121.0000,89.0000,82.0000,64.0000,63.0000,67.0000,61.0000,76.0000,87.0000,110.0000,125.0000,125.0000,111.6667,69.6667,68.0000,107.3333,89.1667,2914.0000,5238.0000,9098.0000,14638.0000,18258.0000,19530.0000,17827.0000,15382.0000,11549.0000,6589.0000,3610.0000,2325.0000,3492.3333,13998.0000,17579.6667,7249.3333,10579.8333,0.8016,0.7836,0.8312,0.8656,1.0488,1.2552,1.4612,1.4648,1.3136,1.1340,0.9476,0.8496,0.8116,0.9152,1.3937,1.1317,1.0631,6.6000,6.4200,6.2320,5.4680,5.2880,4.8280,4.6880,4.5200,5.0160,5.7240,6.0000,6.5360,6.5187,5.6627,4.6787,5.5800,5.6100
ind_4840,fs4_3,6.0440,5.8160,7.0200,8.2120,11.0800,13.6080,15.7120,15.7800,14.0200,11.3720,8.5840,7.0440,6.3013,8.7707,15.0333,11.3253,10.3577,9.5880,9.3720,10.5800,11.7600,14.6320,17.1680,18.4920,18.5400,16.7880,14.1280,11.3400,9.8120,9.5907,12.3240,18.0667,14.0853,13.5167,2.4920,2.2560,3.4720,4.6440,7.5240,10.0520,12.9640,13.0080,11.2720,8.5960,5.8280,4.2800,3.0093,5.2133,12.0080,8.5653,7.1990,121.0000,89.0000,82.0000,64.0000,63.0000,67.0000,61.0000,76.0000,87.0000,110.0000,125.0000,125.0000,111.6667,69.6667,68.0000,107.3333,89.1667,2914.0000,5238.0000,9098.0000,14638.0000,18258.0000,19530.0000,17827.0000,15382.0000,11549.0000,6589.0000,3610.0000,2325.0000,3492.3333,13998.0000,17579.6667,7249.3333,10579.8333,0.8016,0.7836,0.8312,0.8656,1.0488,1.2552,1.4612,1.4648,1.3136,1.1340,0.9476,0.8496,0.8116,0.9152,1.3937,1.1317,1.0631,6.6000,6.4200,6.2320,5.4680,5.2880,4.8280,4.6880,4.5200,5.0160,5.7240,6.0000,6.5360,6.5187,5.6627,4.6787,5.5800,5.6100
ind_4857,fs3_9,6.3240,6.2120,7.3560,8.5600,11.3480,13.8840,16.0000,16.0080,14.3080,11.6720,8.9560,7.3560,6.6307,9.0880,15.2973,11.6453,10.6653,9.8120,9.6960,10.8400,12.0400,14.8320,17.3640,18.7160,18.7280,17.0280,14.4080,11.6800,10.0880,9.8653,12.5707,18.2693,14.3720,13.7693,2.8480,2.7280,3.8720,5.0760,7.8640,10.4040,13.2560,13.2680,11.5720,8.9520,6.2160,4.6360,3.4040,5.6040,12.3093,8.9134,7.5577,116.0000,86.0000,76.0000,61.0000,61.0000,62.0000,57.0000,70.0000,80.0000,105.0000,118.0000,121.0000,107.6667,66.0000,63.0000,101.0000,84.4167,2934.0000,5253.0000,9185.0000,14665.0000,18268.0000,19607.0000,17930.0000,15577.0000,11624.0000,6625.0000,3679.0000,2323.0000,3503.3333,14039.3333,17704.6667,7309.3333,10639.1667,0.8216,0.8120,0.8628,0.8884,1.0764,1.2848,1.4900,1.4904,1.3436,1.1620,0.9792,0.8732,0.8356,0.9425,1.4217,1.1616,1.0904,6.6760,6.4640,6.2560,5.5320,5.3400,4.9000,4.7640,4.6040,5.1240,5.8240,6.0880,6.6280,6.5893,5.7093,4.7560,5.6787,5.6833
ind_4884,fs4_3,6.3240,6.2120,7.3560,8.5600,11.3480,13.8840,16.0000,16.0080,14.3080,11.6720,8.9560,7.3560,6.6307,9.0880,15.2973,11.6453,10.6653,9.8120,9.6960,10.8400,12.0400,14.8320,17.3640,18.7160,18.7280,17.0280,14.4080,11.6800,10.0880,9.8653,12.5707,18.2693,14.3720,13.7693,2.8480,2.7280,3.8720,5.0760,7.8640,10.4040,13.2560,13.2680,11.5720,8.9520,6.2160,4.6360,3.4040,5.6040,12.3093,8.9134,7.5577,116.0000,86.0000,76.0000,61.0000,61.0000,62.0000,57.0000,70.0000,80.0000,105.0000,118.0000,121.0000,107.6667,66.0000,63.0000,101.0000,84.4167,2934.0000,5253.0000,9185.0000,14665.0000,18268.0000,19607.0000,17930.0000,15577.0000,11624.0000,6625.0000,3679.0000,2323.0000,3503.3333,14039.3333,17704.6667,7309.3333,10639.1667,0.8216,0.8120,0.8628,0.8884,1.0764,1.2848,1.4900,1.4904,1.3436,1.1620,0.9792,0.8732,0.8356,0.9425,1.4217,1.1616,1.0904,6.6760,6.4640,6.2560,5.5320,5.3400,4.9000,4.7640,4.6040,5.1240,5.8240,6.0880,6.6280,6.5893,5.7093,4.7560,5.6787,5.6833
ind_5210,fs1_3,4.2160,4.1880,6.2800,8.2080,11.7040,14.5360,17.0080,16.8280,14.1400,10.6480,6.7520,4.9800,4.4613,8.7307,16.1240,10.5133,9.9573,8.9400,8.9040,10.9840,12.9320,16.4000,19.2640,20.3640,20.1880,17.4920,14.0080,10.1240,8.3440,8.7293,13.4387,19.9387,13.8747,13.9953,-0.4880,-0.5120,1.5680,3.5000,6.9760,9.8320,13.6400,13.4800,10.7840,7.2960,3.4080,1.6160,0.2053,4.0147,12.3173,7.1627,5.9250,78.0000,47.0000,54.0000,46.0000,47.0000,53.0000,43.0000,50.0000,65.0000,73.0000,77.0000,75.0000,66.6667,49.0000,48.6667,71.6667,59.0000,2738.0000,4859.0000,8766.0000,13415.0000,16681.0000,18290.0000,17390.0000,14766.0000,10807.0000,6432.0000,3314.0000,2157.0000,3251.3333,12954.0000,16815.3333,6851.0000,9967.9167,0.7372,0.7084,0.7768,0.8296,1.0360,1.2908,1.4640,1.4416,1.3012,1.1036,0.8976,0.7804,0.7420,0.8808,1.3988,1.1008,1.0306,4.5840,4.3880,4.4360,4.0480,4.0480,3.6600,3.6560,3.5200,3.6320,3.8360,3.9520,4.2440,4.4053,4.1773,3.6120,3.8067,4.0003
ind_5165,fs3_3,4.4160,4.3360,6.3720,8.1640,11.5800,14.5400,16.9280,16.8600,14.2520,10.7160,7.0080,5.2160,4.6560,8.7053,16.1093,10.6587,10.0323,8.8080,8.7320,10.7720,12.5600,15.9640,18.9240,20.1600,20.0840,17.4840,13.9560,10.2320,8.4480,8.6627,13.0987,19.7227,13.8907,13.8437,0.0320,-0.0400,1.9920,3.7800,7.1960,10.1480,13.6840,13.6240,11.0120,7.4840,3.7640,1.9760,0.6560,4.3227,12.4854,7.4200,6.2210,68.0000,41.0000,49.0000,44.0000,46.0000,51.0000,42.0000,49.0000,60.0000,61.0000,67.0000,65.0000,58.0000,46.3333,47.3333,62.6667,53.5833,2719.0000,4847.0000,8732.0000,13337.0000,16627.0000,18194.0000,17192.0000,14622.0000,10774.0000,6405.0000,3314.0000,2159.0000,3241.6667,12898.6667,16669.3333,6831.0000,9910.1667,0.7428,0.7144,0.7756,0.8284,1.0348,1.2892,1.4436,1.4404,1.3120,1.1092,0.9020,0.7956,0.7509,0.8796,1.3911,1.1077,1.0323,5.1480,4.9320,4.9000,4.4840,4.4920,4.0600,4.0560,3.9600,4.1360,4.3960,4.4840,4.7560,4.9453,4.6253,4.0253,4.3387,4.4837
ind_5151,fs3_2,3.8120,3.8000,5.9280,7.9120,11.2080,14.2320,16.7680,16.3000,13.6040,10.2320,6.5920,4.7000,4.1040,8.3493,15.7667,10.1427,9.5907,8.8680,8.8280,10.9560,12.9320,16.2440,19.2560,19.9760,19.5160,16.8200,13.4520,9.7960,7.9040,8.5333,13.3773,19.5827,13.3560,13.7123,-1.2040,-1.2160,0.9080,2.8960,6.1880,9.2040,13.5560,13.1000,10.3880,7.0240,3.3640,1.4960,-0.3080,3.3307,11.9533,6.9253,5.4753,56.0000,40.0000,46.0000,43.0000,49.0000,56.0000,44.0000,57.0000,55.0000,51.0000,54.0000,57.0000,51.0000,46.0000,52.3333,53.3333,50.6667,2482.0000,4577.0000,8377.0000,12612.0000,16979.0000,17861.0000,17234.0000,14589.0000,10475.0000,5976.0000,3125.0000,1899.0000,2986.0000,12656.0000,16561.3333,6525.3333,9682.1667,0.7200,0.7020,0.7596,0.8256,1.0108,1.2372,1.4064,1.4104,1.2476,1.0532,0.8704,0.7676,0.7299,0.8653,1.3513,1.0571,1.0009,4.4880,4.4280,4.5560,4.1280,3.8280,3.6000,3.5080,3.4280,3.6040,3.7680,3.9280,4.1960,4.3706,4.1707,3.5120,3.7667,3.9550
